vehicle_id,age_years,annual_mileage,usage_type,region,incident_rate_theoretical,n_incidents,total_repair_cost
36,0,17468,delivery,rural,0.264936,1,904.0430437131151
37,12,55307,service,rural,0.510614,2,1143.7719346363326
38,12,35173,delivery,suburban,0.560346,0,0.0
39,4,59715,service,suburban,0.37943,0,0.0
40,9,16832,sales,suburban,0.4136639999999999,1,808.6768623484776
41,2,24331,delivery,urban,0.378662,0,0.0
42,11,13976,delivery,urban,0.537952,0,0.0
43,10,26910,delivery,suburban,0.50382,1,942.2390057325176
44,5,35982,taxi,suburban,0.44196399999999997,1,1564.0259840102879
45,1,49447,delivery,urban,0.40889400000000004,0,0.0
46,14,25245,service,urban,0.55049,0,0.0
47,6,47434,delivery,suburban,0.464868,1,1067.985273602207
48,13,39438,sales,urban,0.5788760000000001,1,711.274509564346
49,10,21049,delivery,rural,0.472098,1,722.752911572944
50,11,55171,service,suburban,0.5103420000000001,1,1091.0124933189072
51,11,28883,delivery,urban,0.567766,0,0.0
52,2,13304,taxi,urban,0.376608,0,0.0
53,5,57948,taxi,suburban,0.485896,0,0.0
54,7,55238,delivery,urban,0.540476,0,0.0
55,7,7724,sales,rural,0.335448,1,950.0006000571914
56,0,54636,delivery,urban,0.399272,1,521.1556978373376
57,8,57105,taxi,urban,0.58421,1,609.5403420141967
58,2,50599,taxi,urban,0.45119800000000004,0,0.0
59,11,19024,sales,suburban,0.45804799999999996,0,0.0
60,10,39720,delivery,rural,0.50944,1,839.579625860761
61,13,34603,delivery,rural,0.5592060000000001,1,1820.3836137425997
62,11,39108,delivery,urban,0.588216,2,0.0
63,5,38904,delivery,rural,0.40780800000000006,1,1318.796967122707
64,14,40156,delivery,urban,0.650312,1,0.0
65,6,33270,service,suburban,0.36654000000000003,1,754.1742773088395
66,4,42977,taxi,rural,0.415954,0,0.0
67,13,33963,sales,urban,0.567926,1,370.47599268617074
68,5,5906,taxi,rural,0.361812,0,0.0
69,1,6940,delivery,urban,0.32388,0,0.0
70,7,57695,taxi,urban,0.5653900000000001,1,0.0
71,11,55008,delivery,suburban,0.5800160000000001,0,0.0
72,2,37208,delivery,rural,0.34441600000000006,2,1602.4138672137872
73,6,14602,taxi,urban,0.459204,0,0.0
74,1,47980,taxi,rural,0.36596,0,0.0
75,10,12880,service,urban,0.44576,1,0.0
76,7,25750,delivery,suburban,0.44150000000000006,0,0.0
77,4,23142,taxi,suburban,0.39628399999999997,0,0.0
78,3,5681,delivery,urban,0.361362,0,0.0
79,8,49385,delivery,suburban,0.5087700000000001,0,0.0
80,10,33035,sales,suburban,0.46606999999999993,1,761.4880851998441
81,14,22393,delivery,suburban,0.5747860000000001,1,0.0
82,6,32895,taxi,urban,0.49579,0,0.0
83,2,5000,taxi,urban,0.36000000000000004,0,0.0
84,12,29034,delivery,rural,0.528068,0,0.0
85,9,33576,service,suburban,0.4271519999999999,1,733.8875859583352
86,10,23684,taxi,rural,0.497368,1,1606.056556199145
87,1,50670,sales,suburban,0.32133999999999996,0,0.0
88,4,18740,taxi,rural,0.36748000000000003,0,0.0
89,11,12580,service,urban,0.46515999999999996,0,0.0
90,12,34014,delivery,urban,0.598028,0,0.0
91,6,53800,taxi,suburban,0.4976,1,388.98722153002956
92,12,25640,sales,urban,0.53128,0,0.0
93,12,7564,delivery,urban,0.545128,1,1725.555155247654
94,5,58346,taxi,suburban,0.48669199999999996,0,0.0
95,13,29436,service,rural,0.4788720000000001,0,0.0
96,4,14511,taxi,suburban,0.37902199999999997,0,0.0
97,3,38858,sales,urban,0.377716,2,2349.4888815162017
98,10,22581,sales,rural,0.425162,1,0.0
99,9,56578,sales,urban,0.533156,2,2042.873711269542
100,2,21167,service,urban,0.302334,0,0.0
101,12,35257,taxi,rural,0.560514,1,692.8867157947267
102,2,34882,delivery,suburban,0.35976400000000003,0,0.0
103,12,18334,delivery,rural,0.506668,1,1109.2525524669422
104,0,32460,sales,rural,0.24492,0,0.0
105,11,10998,sales,suburban,0.44199599999999994,0,0.0
106,11,40405,taxi,urban,0.61081,1,480.08150968487314
107,11,46707,delivery,urban,0.603414,0,0.0
108,9,57250,delivery,rural,0.5245,0,0.0
109,7,22917,taxi,rural,0.43583400000000005,0,0.0
110,10,20687,sales,urban,0.48137399999999997,1,392.5152800827816
111,4,35184,delivery,urban,0.44036800000000004,1,707.5140158257044
112,11,43102,sales,urban,0.546204,1,868.5338482556548
113,8,59585,sales,urban,0.51917,1,1112.430485047798
114,6,6377,service,rural,0.29275400000000007,1,411.6984606364782
115,7,18106,delivery,urban,0.466212,0,0.0
116,8,19431,service,urban,0.418862,0,0.0
117,0,19046,sales,rural,0.21809199999999998,0,0.0
118,2,30504,sales,suburban,0.301008,0,0.0
119,3,53010,delivery,urban,0.45602000000000004,2,1403.6376866798012
120,1,6704,taxi,urban,0.343408,1,748.0698818455393
121,6,49871,sales,urban,0.45974200000000004,0,0.0
122,10,38971,delivery,urban,0.567942,1,1433.8623783476103
123,9,38835,taxi,urban,0.5676699999999999,0,0.0
124,7,42307,taxi,urban,0.534614,0,0.0
125,12,11347,taxi,urban,0.572694,0,0.0
126,8,46070,delivery,urban,0.54214,0,0.0
127,1,18647,taxi,urban,0.367294,0,0.0
128,11,33411,delivery,rural,0.516822,0,0.0
129,8,42228,service,urban,0.46445600000000004,2,1467.224070377994
130,9,38216,service,urban,0.476432,0,0.0
131,8,22771,delivery,rural,0.435542,0,0.0
132,8,26783,delivery,urban,0.503566,0,0.0
133,1,31208,delivery,urban,0.372416,0,0.0
134,8,7268,taxi,rural,0.424536,0,0.0
135,11,44932,service,suburban,0.489864,1,1456.9511112779307
136,4,10497,taxi,urban,0.410994,1,0.0
137,9,30222,delivery,suburban,0.49044399999999994,1,718.4026078771105
138,0,41024,delivery,suburban,0.33204799999999995,1,695.9040418058557
139,5,9421,delivery,urban,0.408842,0,0.0
140,6,59755,sales,urban,0.47951000000000005,1,0.0
141,14,25747,sales,urban,0.5714940000000001,0,0.0
142,3,5869,taxi,rural,0.32173799999999997,0,0.0
143,4,41224,delivery,urban,0.452448,0,0.0
144,6,35667,service,urban,0.41133400000000003,1,675.1310064822452
145,14,40218,delivery,suburban,0.6104360000000001,0,0.0
146,12,46305,sales,rural,0.51261,0,0.0
147,0,31159,service,urban,0.282318,0,0.0
148,3,50472,taxi,urban,0.470944,1,0.0
149,12,25358,service,urban,0.510716,0,0.0
150,0,34986,delivery,suburban,0.319972,0,0.0
151,12,13718,sales,urban,0.507436,0,0.0
152,4,39095,delivery,rural,0.38819000000000004,1,1258.2089259464433
153,13,19387,taxi,urban,0.608774,1,638.2865588875208
154,4,43319,delivery,urban,0.45663800000000004,1,1014.3822149063054
155,6,49057,delivery,urban,0.508114,0,0.0
156,9,52243,delivery,urban,0.5744859999999999,0,0.0
157,1,56099,delivery,urban,0.422198,1,780.5241478749656
158,8,11725,taxi,suburban,0.45344999999999996,0,0.0
159,7,12589,taxi,urban,0.47517800000000004,1,732.0115531856485
160,11,55940,delivery,suburban,0.5818800000000001,1,1097.0360845736568
161,14,25945,service,urban,0.55189,0,0.0
162,9,6430,service,suburban,0.3728599999999999,3,2634.4969423486355
163,6,20784,delivery,urban,0.451568,0,0.0
164,6,50990,taxi,suburban,0.49198000000000003,0,0.0
165,6,24524,sales,urban,0.409048,0,0.0
166,12,9220,sales,rural,0.43844,1,452.33191261605896
167,4,44716,taxi,rural,0.419432,1,819.5615877749132
168,2,15704,sales,rural,0.251408,0,0.0
169,5,24404,delivery,rural,0.37880800000000003,0,0.0
170,0,5214,delivery,urban,0.30042800000000003,0,0.0
171,1,38109,sales,suburban,0.296218,0,0.0
172,1,29489,sales,urban,0.318978,0,0.0
173,11,52687,sales,rural,0.505374,0,0.0
174,10,23389,delivery,urban,0.536778,0,0.0
175,10,16253,delivery,urban,0.5225059999999999,1,509.69240618949766
176,6,14129,delivery,suburban,0.39825800000000006,0,0.0
177,10,16008,delivery,urban,0.5220159999999999,0,0.0
178,2,29809,delivery,suburban,0.349618,0,0.0
179,13,9794,taxi,urban,0.589588,0,0.0
180,7,27130,taxi,suburban,0.46426,0,0.0
181,14,52007,sales,rural,0.5640140000000001,0,0.0
182,2,47221,taxi,suburban,0.40444199999999997,0,0.0
183,7,40049,delivery,urban,0.510098,0,0.0
184,10,54122,sales,urban,0.548244,1,1409.5443758555382
185,7,47911,delivery,urban,0.525822,1,854.4033627797879
186,6,40891,service,urban,0.42178200000000005,1,527.0708969064019
187,2,52468,delivery,suburban,0.394936,2,1205.7331757059028
188,5,11842,taxi,urban,0.433684,1,405.55611948672606
189,3,50004,service,urban,0.38000799999999996,2,1734.7682076595515
190,4,21246,taxi,urban,0.432492,0,0.0
191,10,45318,sales,rural,0.470636,1,934.9039129116177
192,9,55232,sales,urban,0.5304639999999999,1,805.6148587496515
193,9,32281,delivery,urban,0.5345619999999999,1,580.7102651998387
194,5,9880,sales,urban,0.35976,1,719.7972202345205
195,14,25362,service,urban,0.550724,1,509.9660844397835
196,1,27377,service,rural,0.23475399999999996,0,0.0
197,5,56520,taxi,urban,0.52304,0,0.0
198,1,56837,delivery,suburban,0.383674,0,0.0
199,5,36265,sales,suburban,0.37253,1,671.4835382526594
200,14,57286,taxi,rural,0.644572,0,0.0
201,5,28995,delivery,suburban,0.40799,1,962.5296933149417
202,13,27616,delivery,suburban,0.5652320000000001,0,0.0
203,7,51007,delivery,urban,0.532014,1,638.895247763949
204,10,41706,taxi,urban,0.5934119999999999,1,647.0248731751956
205,6,33730,delivery,suburban,0.43746,0,0.0
206,3,30121,delivery,suburban,0.370242,0,0.0
207,11,43808,delivery,suburban,0.557616,1,871.5718739332241
208,14,46440,service,urban,0.5928800000000001,1,896.4311503246413
209,3,31982,delivery,urban,0.41396400000000005,0,0.0
210,11,6736,delivery,urban,0.5234719999999999,1,688.6292851405296
211,3,10601,taxi,urban,0.391202,0,0.0
212,10,12928,delivery,urban,0.515856,0,0.0
213,11,30414,service,urban,0.5008279999999999,1,673.7102945251994
214,6,38780,service,suburban,0.37755999999999995,0,0.0
215,11,49207,taxi,suburban,0.588414,0,0.0
216,4,17790,taxi,suburban,0.38558,1,595.4312642797574
217,1,48262,taxi,suburban,0.3865239999999999,0,0.0
218,1,41632,delivery,urban,0.393264,0,0.0
219,6,7841,delivery,urban,0.42568200000000006,0,0.0
220,13,24317,delivery,suburban,0.5586340000000001,0,0.0
221,1,21646,delivery,rural,0.293292,1,1017.7244709505975
222,6,53765,taxi,suburban,0.49753,0,0.0
223,10,55665,delivery,suburban,0.56133,0,0.0
224,3,50059,delivery,suburban,0.4101179999999999,0,0.0
225,10,34040,taxi,suburban,0.53808,0,0.0
226,4,32106,taxi,suburban,0.41421199999999997,0,0.0
227,12,22131,delivery,suburban,0.534262,0,0.0
228,8,47509,delivery,urban,0.545018,1,952.7852198420175
229,8,9745,delivery,urban,0.46949,0,0.0
230,2,19912,delivery,urban,0.369824,1,642.853484963384
231,6,12436,sales,suburban,0.344872,0,0.0
232,12,32184,service,suburban,0.48436799999999997,0,0.0
233,0,21486,taxi,urban,0.352972,1,1218.3179571945452
234,11,15861,taxi,urban,0.5617219999999999,0,0.0
235,7,25702,sales,suburban,0.39140400000000003,0,0.0
236,10,52348,sales,urban,0.544696,0,0.0
237,9,35690,delivery,rural,0.48138000000000003,0,0.0
238,6,50268,delivery,urban,0.510536,0,0.0
239,4,55264,taxi,urban,0.500528,2,1972.9002873326535
240,9,54618,taxi,urban,0.599236,0,0.0
241,2,24305,delivery,urban,0.37861000000000006,0,0.0
242,8,53261,delivery,urban,0.556522,0,0.0
243,1,55015,delivery,urban,0.42003,1,541.8701690542554
244,9,57777,delivery,urban,0.5855539999999999,1,955.4101736580486
245,9,24305,taxi,urban,0.5386099999999999,2,993.1821146799102
246,1,17558,sales,suburban,0.25511599999999995,1,353.1059723257336
247,11,37135,taxi,urban,0.60427,1,783.7218828179404
248,6,56250,delivery,urban,0.5225,0,0.0
249,11,54534,delivery,urban,0.619068,1,0.0
250,0,36416,sales,rural,0.252832,1,672.4810328421263
251,2,13208,taxi,suburban,0.336416,1,329.4896985826079
252,7,28237,delivery,rural,0.426474,1,784.5914042252653
253,2,44276,delivery,rural,0.35855200000000004,0,0.0
254,4,35820,sales,urban,0.39164,1,274.039105221298
255,9,24000,sales,suburban,0.42799999999999994,0,0.0
256,2,23843,service,urban,0.307686,2,1565.9925596914902
257,10,8286,sales,rural,0.396572,0,0.0
258,1,20870,taxi,urban,0.37174,0,0.0
259,2,41815,taxi,urban,0.43363,0,0.0
260,8,18272,delivery,rural,0.42654400000000003,0,0.0
261,11,59636,sales,rural,0.519272,0,0.0
262,2,9533,taxi,rural,0.309066,0,0.0
263,4,37382,delivery,urban,0.444764,0,0.0
264,13,32311,service,urban,0.5446219999999999,1,788.8642931403703
265,14,50831,taxi,urban,0.691662,0,0.0
266,8,53826,delivery,urban,0.5576519999999999,2,1261.8545857195663
267,6,34891,delivery,urban,0.479782,1,918.5776820247946
268,5,39658,service,urban,0.39931600000000006,0,0.0
269,9,43442,service,suburban,0.4468839999999999,0,0.0
270,8,33653,taxi,urban,0.537306,0,0.0
271,4,15168,service,suburban,0.290336,0,0.0
272,0,28572,service,rural,0.21714399999999998,0,0.0
273,2,18285,sales,suburban,0.27657,1,0.0
274,14,30542,service,urban,0.561084,0,0.0
275,6,38833,taxi,urban,0.507666,0,0.0
276,7,16510,sales,urban,0.41302000000000005,0,0.0
277,7,18718,taxi,suburban,0.447436,2,1796.5027752557867
278,11,50261,sales,urban,0.560522,1,805.4382858070272
279,0,25775,delivery,urban,0.34155,0,0.0
280,1,15911,sales,rural,0.231822,0,0.0
281,4,44224,service,suburban,0.3484479999999999,1,653.1203875326036
282,7,44414,delivery,rural,0.458828,0,0.0
283,10,50438,service,urban,0.5208759999999999,1,711.314094650209
284,7,46799,taxi,rural,0.4835980000000001,0,0.0
285,6,59558,delivery,urban,0.529116,0,0.0
286,14,36617,delivery,urban,0.643234,0,0.0
287,2,20775,sales,rural,0.26155,0,0.0
288,8,52460,taxi,rural,0.51492,2,4887.865443442327
289,8,19564,delivery,urban,0.48912800000000006,2,1525.540123128333
290,7,21007,sales,urban,0.42201400000000006,2,1563.8156396468976
291,12,50567,delivery,urban,0.631134,0,0.0
292,4,53488,taxi,suburban,0.456976,0,0.0
293,14,23663,service,rural,0.48732600000000004,0,0.0
294,4,45117,sales,urban,0.410234,1,624.8223012472904
295,8,55731,sales,urban,0.511462,0,0.0
296,7,48931,taxi,suburban,0.507862,2,2702.13858942079
297,12,5274,service,suburban,0.430548,1,899.1660581893566
298,6,41551,delivery,urban,0.493102,0,0.0
299,4,14344,delivery,suburban,0.35868799999999995,0,0.0
300,0,51548,delivery,rural,0.33309600000000006,1,259.6955144860283
301,5,8687,taxi,urban,0.427374,0,0.0
302,12,59620,sales,suburban,0.5592400000000001,2,0.0
303,0,14753,sales,suburban,0.22950600000000002,0,0.0
304,13,28108,delivery,suburban,0.566216,2,1319.7443018153308
305,8,17874,delivery,rural,0.425748,0,0.0
306,2,49765,sales,suburban,0.33953,0,0.0
307,4,26642,service,suburban,0.31328399999999995,0,0.0
308,8,45951,delivery,urban,0.541902,0,0.0
309,4,8696,delivery,suburban,0.347392,1,480.3041254811805
310,1,29907,delivery,urban,0.36981400000000003,1,724.8612534583807
311,9,55107,taxi,urban,0.6002139999999999,1,765.6089793590651
312,10,55982,delivery,urban,0.6019639999999999,0,0.0
313,1,16478,delivery,suburban,0.30295599999999995,0,0.0
314,4,26693,sales,rural,0.313386,0,0.0
315,3,27501,delivery,suburban,0.365002,0,0.0
316,9,36100,taxi,rural,0.5022,1,1502.4210096320187
317,10,34553,delivery,urban,0.559106,0,0.0
318,10,10826,service,suburban,0.40165199999999995,0,0.0
319,14,46946,taxi,rural,0.6238920000000001,0,0.0
320,11,17417,delivery,urban,0.5448339999999999,1,864.5550047301996
321,4,22321,delivery,rural,0.354642,0,0.0
322,1,51238,sales,suburban,0.322476,0,0.0
323,9,42930,service,urban,0.48586,0,0.0
324,13,26810,delivery,suburban,0.5636200000000001,1,798.4299678050551
325,14,55186,delivery,urban,0.680372,0,0.0
326,3,26674,delivery,urban,0.403348,1,844.4743927427701
327,3,36102,sales,urban,0.37220400000000003,0,0.0
328,0,18528,service,urban,0.257056,0,0.0
329,2,15075,taxi,urban,0.38015000000000004,1,738.5035676550496
330,8,32038,delivery,rural,0.45407600000000004,0,0.0
331,8,35966,sales,urban,0.471932,1,543.930124142632
332,5,49319,sales,rural,0.37863800000000003,0,0.0
333,4,26499,delivery,suburban,0.382998,0,0.0
334,12,54234,delivery,urban,0.6384679999999999,1,434.50845006241786
335,6,38406,taxi,urban,0.506812,0,0.0
336,12,8856,sales,rural,0.43771200000000005,0,0.0
337,14,45650,sales,suburban,0.5713000000000001,2,1976.3180758416381
338,4,36615,sales,rural,0.33322999999999997,1,1344.376166978868
339,3,26414,sales,urban,0.35282800000000003,2,838.5480956646586
340,14,30700,delivery,suburban,0.5914,0,0.0
341,9,21598,delivery,suburban,0.4731959999999999,0,0.0
342,4,38785,delivery,rural,0.38756999999999997,0,0.0
343,9,36182,service,urban,0.47236399999999995,0,0.0
344,7,29600,taxi,rural,0.44920000000000004,1,651.3098425409066
345,13,20685,delivery,urban,0.59137,0,0.0
346,3,26925,delivery,rural,0.34385,0,0.0
347,14,32381,sales,suburban,0.5447620000000001,0,0.0
348,14,30953,sales,suburban,0.5419060000000001,0,0.0
349,2,22011,sales,urban,0.32402200000000003,0,0.0
350,2,37009,delivery,rural,0.34401800000000005,1,346.42698120671287
351,7,17460,service,urban,0.3949200000000001,0,0.0
352,0,32554,sales,urban,0.305108,0,0.0
353,4,11685,sales,suburban,0.30337,0,0.0
354,6,30967,sales,suburban,0.381934,0,0.0
355,14,48118,service,urban,0.596236,1,737.8037852583072
356,14,49980,service,suburban,0.5599600000000001,1,0.0
357,2,43208,taxi,urban,0.436416,0,0.0
358,13,46010,taxi,suburban,0.62202,2,2398.8084540649947
359,1,8627,taxi,suburban,0.30725399999999997,1,0.0
360,11,23775,sales,suburban,0.46754999999999997,0,0.0
361,12,40983,sales,rural,0.501966,0,0.0
362,13,49031,delivery,suburban,0.6080620000000001,0,0.0
363,3,37056,delivery,urban,0.424112,0,0.0
364,13,51950,service,suburban,0.5439,1,410.7671898273544
365,1,20018,service,urban,0.280036,0,0.0
366,7,13442,service,urban,0.38688400000000006,0,0.0
367,7,9750,taxi,suburban,0.4295,0,0.0
368,4,37047,sales,urban,0.394094,1,1203.9728934205075
369,0,41585,sales,urban,0.32317,0,0.0
370,11,20692,delivery,rural,0.49138400000000004,0,0.0
371,5,48101,delivery,urban,0.48620199999999997,1,1638.7973524228435
372,9,45654,service,urban,0.491308,1,876.0471362644495
373,6,24807,delivery,urban,0.459614,0,0.0
374,5,18133,taxi,urban,0.446266,1,638.1145870848787
375,13,45827,sales,suburban,0.5516540000000001,0,0.0
376,1,41927,sales,suburban,0.30385399999999996,1,851.3140605552201
377,11,14393,delivery,suburban,0.498786,0,0.0
378,11,19031,sales,urban,0.498062,1,849.988580792171
379,5,31728,delivery,suburban,0.413456,1,564.8158682463195
380,3,33112,sales,urban,0.366224,1,562.6459783398699
381,0,14127,delivery,suburban,0.278254,1,584.8718024096813
382,14,57175,sales,suburban,0.5943500000000002,0,0.0
383,14,26375,sales,urban,0.57275,0,0.0
384,3,25971,delivery,rural,0.341942,0,0.0
385,0,8329,delivery,suburban,0.266658,0,0.0
386,1,53165,sales,urban,0.36633,1,1697.7826263073316
387,1,17932,delivery,suburban,0.30586399999999997,1,618.0645562487355
388,12,59281,delivery,suburban,0.608562,0,0.0
389,13,32280,taxi,urban,0.63456,1,0.0
390,2,53116,service,urban,0.36623200000000006,0,0.0
391,11,14851,taxi,suburban,0.519702,0,0.0
392,2,14122,taxi,rural,0.318244,0,0.0
393,5,49061,service,suburban,0.378122,0,0.0
394,8,50081,taxi,suburban,0.530162,1,1262.6965220705351
395,10,34870,taxi,suburban,0.53974,1,755.773675363091
396,13,6768,taxi,urban,0.5835359999999999,0,0.0
397,0,56904,delivery,urban,0.403808,0,0.0
398,2,26631,delivery,urban,0.38326200000000005,0,0.0
399,4,56479,sales,rural,0.372958,1,752.4100571645661
400,4,52890,delivery,rural,0.41578000000000004,0,0.0
401,14,51831,sales,rural,0.5636620000000001,0,0.0
402,11,42881,delivery,urban,0.595762,0,0.0
403,4,42028,taxi,suburban,0.43405599999999994,0,0.0
404,14,34300,delivery,suburban,0.5986000000000001,0,0.0
405,7,6362,taxi,urban,0.462724,0,0.0
406,7,26332,sales,urban,0.43266400000000005,0,0.0
407,6,45179,taxi,suburban,0.480358,1,769.3878921974571
408,2,49676,delivery,suburban,0.389352,0,0.0
409,14,35776,delivery,suburban,0.6015520000000001,0,0.0
410,0,44025,sales,urban,0.32805,0,0.0
411,2,6195,delivery,suburban,0.30239,0,0.0
412,3,30762,sales,urban,0.361524,0,0.0
413,4,32924,delivery,urban,0.43584799999999996,0,0.0
414,1,54086,delivery,suburban,0.378172,0,0.0
415,0,22107,sales,urban,0.284214,0,0.0
416,10,17647,taxi,rural,0.485294,0,0.0
417,14,24380,delivery,urban,0.61876,1,513.609923982973
418,1,14371,service,urban,0.268742,0,0.0
419,4,35713,delivery,urban,0.44142600000000004,0,0.0
420,7,40354,taxi,suburban,0.49070800000000003,0,0.0
421,13,49061,taxi,urban,0.668122,1,1073.7266463706067
422,10,58459,taxi,urban,0.626918,1,729.0242614725493
423,11,9048,sales,urban,0.478096,0,0.0
424,8,18599,delivery,urban,0.48719799999999996,0,0.0
425,6,21539,service,suburban,0.34307800000000005,1,280.11138782028246
426,2,18731,sales,urban,0.317462,0,0.0
427,12,50500,service,urban,0.5609999999999999,1,1250.7710991389495
428,12,12672,sales,suburban,0.465344,0,0.0
429,0,6635,service,urban,0.23326999999999998,0,0.0
430,10,52330,sales,suburban,0.50466,1,1060.0293260321594
431,1,57883,taxi,urban,0.445766,0,0.0
432,11,17451,taxi,suburban,0.524902,1,778.8874896780305
433,12,23307,sales,urban,0.526614,0,0.0
434,1,32674,taxi,urban,0.395348,1,801.2174089539876
435,6,33927,sales,urban,0.427854,2,1986.0454105492206
436,1,59497,delivery,rural,0.36899400000000004,0,0.0
437,8,27228,sales,urban,0.454456,0,0.0
438,13,5667,delivery,rural,0.5013340000000001,0,0.0
439,1,28251,service,rural,0.23650199999999996,0,0.0
440,5,35606,delivery,urban,0.461212,0,0.0
441,14,33428,delivery,urban,0.636856,0,0.0
442,4,33175,sales,urban,0.38634999999999997,1,1096.6258385219999
443,1,55743,sales,rural,0.311486,0,0.0
444,7,49409,sales,suburban,0.43881800000000004,1,1118.5627512361923
445,7,18843,service,suburban,0.357686,0,0.0
446,9,24540,delivery,urban,0.5190799999999999,1,664.0095573798432
447,4,41717,sales,rural,0.34343399999999996,1,617.048866575
448,14,27568,taxi,urban,0.645136,0,0.0
449,7,28562,taxi,urban,0.507124,1,393.96196609235517
450,4,14236,taxi,urban,0.418472,1,0.0
451,14,18990,delivery,urban,0.60798,2,2063.932758522386
452,13,45744,taxi,rural,0.601488,2,1057.3278664260627
453,7,51361,sales,suburban,0.442722,1,560.6315975623921
454,0,48158,delivery,urban,0.38631600000000005,1,711.2537326769981
455,8,21930,service,urban,0.42385999999999996,0,0.0
456,8,12516,taxi,suburban,0.455032,1,0.0
457,2,13783,delivery,suburban,0.31756599999999996,0,0.0
458,9,26640,sales,urban,0.47328,0,0.0
459,12,33476,delivery,urban,0.5969519999999999,0,0.0
460,1,54109,delivery,suburban,0.378218,0,0.0
461,10,54435,sales,rural,0.48886999999999997,1,524.445563633809
462,2,5148,delivery,suburban,0.30029599999999995,1,614.7447966230577
463,11,43915,delivery,urban,0.59783,1,664.5277166646626
464,6,21431,sales,suburban,0.36286199999999996,0,0.0
465,0,15879,delivery,urban,0.321758,1,1223.89089399498
466,14,35527,sales,rural,0.5310540000000001,0,0.0
467,2,6865,sales,urban,0.29373,1,517.2958379526448
468,8,23375,delivery,urban,0.49674999999999997,0,0.0
469,2,35372,taxi,urban,0.420744,1,1002.7773022134757
470,13,19962,delivery,urban,0.589924,0,0.0
471,11,37636,sales,urban,0.535272,0,0.0
472,12,30302,delivery,suburban,0.5506040000000001,2,2162.5840148246975
473,6,48967,service,suburban,0.39793399999999995,1,455.17337227337794
474,7,14983,delivery,rural,0.39996600000000004,0,0.0
475,9,8140,sales,urban,0.43627999999999995,0,0.0
476,11,34129,delivery,urban,0.5782579999999999,2,1514.8085478177413
477,12,19129,delivery,urban,0.5682579999999999,1,409.1827149136171
478,0,43868,taxi,urban,0.39773600000000003,0,0.0
479,9,10130,taxi,urban,0.5102599999999999,1,1152.206451865157
480,1,36641,service,rural,0.253282,0,0.0
481,4,59440,delivery,rural,0.42888000000000004,0,0.0
482,12,10121,delivery,urban,0.550242,1,409.23012253959627
483,3,21600,taxi,suburban,0.3732,0,0.0
484,11,51442,taxi,suburban,0.592884,1,1056.505445030082
485,6,34346,service,urban,0.408692,0,0.0
486,3,14623,service,suburban,0.269246,0,0.0
487,5,16722,service,urban,0.35344400000000004,1,0.0
488,7,47064,delivery,urban,0.524128,1,534.452956869355
489,11,52349,taxi,rural,0.574698,0,0.0
490,9,24831,sales,suburban,0.42966199999999993,1,627.8012609946255
491,13,31060,delivery,urban,0.61212,1,861.0100267556368
492,13,48051,sales,urban,0.596102,0,0.0
493,11,14731,delivery,rural,0.47946200000000005,1,1149.4963239471745
494,9,16345,delivery,urban,0.50269,1,489.6572216417109
495,4,47593,service,rural,0.335186,0,0.0
496,6,15266,delivery,rural,0.3805320000000001,0,0.0
497,1,47394,service,urban,0.33478800000000003,0,0.0
